
running 1 test
p17	id	rgba_bytes	shared_prepare_ns	single_bytes	compact_control_bytes	low_control_bytes	r128_blocks	r128_counter_init_ns	r128_counter_update_ns	r128_counter_updates	r128_counter_storage_bytes	r128_e_proposal_ns	r128_b_proposal_ns	r128_e_cost_ns	r128_b_cost_ns	r128_reassignment_ns	r128_rebuild_ns	r128_refined_cost_ns	r128_candidate_selection_ns	r128_e_merge_updates	r128_b_merge_updates	r128_refined_merge_updates	r128_e_groups	r128_b_groups	r128_refined_groups	r128_retained_plan_bytes	r128_winner_plan_bytes	r128_initial	r128_winner	r128_ordered_bytes	r128_e_bits	r128_e_payload_bytes	r128_e_riff_bytes	r128_b_bits	r128_b_payload_bytes	r128_b_riff_bytes	r128_refined_bits	r128_refined_payload_bytes	r128_refined_riff_bytes	r128_winner_bits	r128_winner_payload_bytes	r128_winner_riff_bytes	r128_winner_hash	r256_blocks	r256_counter_init_ns	r256_counter_update_ns	r256_counter_updates	r256_counter_storage_bytes	r256_e_proposal_ns	r256_b_proposal_ns	r256_e_cost_ns	r256_b_cost_ns	r256_reassignment_ns	r256_rebuild_ns	r256_refined_cost_ns	r256_candidate_selection_ns	r256_e_merge_updates	r256_b_merge_updates	r256_refined_merge_updates	r256_e_groups	r256_b_groups	r256_refined_groups	r256_retained_plan_bytes	r256_winner_plan_bytes	r256_initial	r256_winner	r256_ordered_bytes	r256_e_bits	r256_e_payload_bytes	r256_e_riff_bytes	r256_b_bits	r256_b_payload_bytes	r256_b_riff_bytes	r256_refined_bits	r256_refined_payload_bytes	r256_refined_riff_bytes	r256_winner_bits	r256_winner_payload_bytes	r256_winner_riff_bytes	r256_winner_hash	resolution_selection_ns	single_selection_ns	selected_resolution	compact_kind	compact_bytes	compact_hash	public_compact_exact	low_kind	low_bytes	low_hash	public_low_exact	selected_128_matches_compact	maximum_accounted_live_bytes
p17	clic-validation-036	12289728	18793958	8414648	7281758	7368046	192	4583	7516792	12227838	402816	530375	170875	461875	468542	1437625	107334	417250	0	38395	38395	38395	20	19	19	257168	84248	B	R	7281758	60671597	7583950	7583970	57901072	7237634	7237654	55544756	6943095	6943116	55544756	6943095	6943116	7ffbe5e862489ce0	48	2375	7533209	12227838	201408	150250	58000	300916	289917	403292	43708	278292	41	13139	13139	13139	12	13	13	168256	57560	B	R	7368046	60773645	7596706	7596726	58860689	7357587	7357608	58292960	7286620	7286640	58292960	7286620	7286640	45ca710246cbf237	0	125	128	128	6943116	7ffbe5e862489ce0	1	128	6943116	7ffbe5e862489ce0	1	1	659984
p17	clic-validation-037	12289728	19257541	8406362	7772372	7805588	192	6333	7522041	12106546	402816	529000	178458	521250	468750	1551375	135834	510416	0	40222	40222	40222	24	22	24	310256	106368	E	R	7772372	60925886	7615736	7615756	61805659	7725708	7725728	57996135	7249517	7249538	57996135	7249517	7249538	f400b01a8fd4365d	48	2208	7520750	12106546	201408	145000	63791	304125	308292	448250	36250	288583	0	15163	15163	15163	11	12	12	154984	53136	B	R	7805588	63697418	7962178	7962198	62648501	7831063	7831084	59429694	7428712	7428732	59429694	7428712	7428732	f335b3a6ba63eb3e	208	42	128	128	7249538	f400b01a8fd4365d	1	128	7249538	f400b01a8fd4365d	1	1	713072
p17	clic-validation-038	12192768	19202042	8836622	8140256	8129706	192	5042	7304750	11765416	402816	575042	189084	815958	680417	2442792	119875	798750	0	58762	58762	58762	31	26	31	389888	137336	E	R	8140256	61985436	7748180	7748200	64218984	8027373	8027394	59441333	7430167	7430188	59441333	7430167	7430188	47e3e18f00d2ba8c	48	2125	7232750	11765416	201408	168250	58625	400291	320667	529333	33833	362958	0	20005	20005	20005	14	12	14	177104	61984	E	R	8129706	65092042	8136506	8136526	66048094	8256012	8256032	62939460	7867433	7867454	62939460	7867433	7867454	d9ea8ebcf8414b7e	167	125	128	128	7430188	47e3e18f00d2ba8c	1	128	7430188	47e3e18f00d2ba8c	1	1	792704
p17	clic-validation-039	12192768	18558083	8403690	7163302	7174990	192	7292	7288542	11635938	402816	572417	187000	543625	517167	1634417	122584	562292	0	43433	43433	43433	24	23	24	314680	106368	E	R	7163302	56678564	7084821	7084842	57851687	7231461	7231482	55311779	6913973	6913994	55311779	6913973	6913994	5c1ff47425c7a662	48	2166	7181667	11635938	201408	134250	59083	338000	316250	415709	32583	343875	41	14594	14594	14594	16	15	16	208072	70832	E	R	7174990	56982337	7122793	7122814	57612823	7201603	7201624	56643143	7080393	7080414	56643143	7080393	7080414	15419aa59619819d	42	83	128	128	6913994	5c1ff47425c7a662	1	128	6913994	5c1ff47425c7a662	1	1	717496
p17	clic-validation-040	12192768	18878459	7945870	6948508	7112000	192	4708	7526375	11986102	402816	546584	160500	300042	304708	1204584	113625	268709	0	33600	33600	33600	12	13	13	168688	57704	B	R	6948508	58834524	7354316	7354336	57024202	7128026	7128046	54698239	6837280	6837300	54698239	6837280	6837300	cc504e557c3ac5d7	48	2083	7488750	11986102	201408	152917	62292	243666	203167	313833	30958	184958	0	11220	11220	11220	9	9	9	119592	39864	B	R	7112000	58543144	7317893	7317914	54839797	6854975	6854996	53919383	6739923	6739944	53919383	6739923	6739944	32d2e8fa966b1fb9	0	125	256	128	6837300	cc504e557c3ac5d7	1	256	6739944	32d2e8fa966b1fb9	1	0	571504
p17	clic-validation-041	12192768	17971666	9093590	8085038	8245686	192	5625	7544000	12121878	402816	523083	180791	637250	410417	2102375	129041	673500	42	57048	57048	57048	28	18	28	327952	124064	E	R	8085038	65157830	8144729	8144750	65856249	8232032	8232052	62152219	7769028	7769048	62152219	7769028	7769048	ef4f3acc43559647	48	2250	7272250	12121878	201408	135041	57042	382209	248750	469042	32334	357667	0	20115	20115	20115	15	10	15	177104	66408	E	R	8245686	65942669	8242834	8242854	67019042	8377381	8377402	64974714	8121840	8121860	64974714	8121840	8121860	7a623af526bee5c8	42	42	128	128	7769048	ef4f3acc43559647	1	128	7769048	ef4f3acc43559647	1	1	730768
p17	clic-validation-042	12192768	17926500	9104760	8347186	8621620	192	5333	7214041	12137398	402816	555833	189791	984292	796417	1851333	129916	957458	42	77798	77798	77798	37	33	37	473944	163880	E	R	8347186	67564504	8445563	8445584	68234402	8529301	8529322	66690118	8336265	8336286	66690118	8336265	8336286	a4765a735d6dc387	48	2041	7384042	12137398	201408	135917	61292	374208	419500	526750	38167	480375	42	26129	26129	26129	14	16	16	203648	70832	B	R	8621620	70015389	8751924	8751944	69651104	8706388	8706408	68597948	8574744	8574764	68597948	8574744	8574764	94580f9eb34543fc	42	42	128	128	8336286	a4765a735d6dc387	1	128	8336286	a4765a735d6dc387	1	1	876760
p17	clic-validation-043	12289728	18100917	9068048	7924562	8110152	192	7709	7501000	12239430	402816	515750	168834	630791	586375	1450084	108625	513125	42	54991	54991	54991	26	25	25	336800	110792	B	R	7924562	63701383	7962673	7962694	63271766	7908971	7908992	61840487	7730061	7730082	61840487	7730061	7730082	a274a017f54b7cf6	48	2250	7492500	12239430	201408	142542	63500	354042	302875	387250	30875	340209	41	18277	18277	18277	15	13	15	190376	66408	E	R	8110152	64843789	8105474	8105494	65000320	8125040	8125060	64106970	8013372	8013392	64106970	8013372	8013392	35caa208b202cae4	167	42	128	128	7730082	a274a017f54b7cf6	1	128	7730082	a274a017f54b7cf6	1	1	739616
p17	clic-validation-044	12289728	18004292	8654750	7873888	8131272	192	6417	7272500	12162876	402816	540791	178458	640875	660291	1752292	124625	568250	0	51678	51678	51678	28	29	28	376616	124064	E	R	7873888	62053081	7756636	7756656	62447490	7805937	7805958	60064944	7508118	7508138	60064944	7508118	7508138	eb51eff3d3324337	48	2042	7165583	12162876	201408	138000	62333	362458	422084	478375	34917	358916	0	17571	17571	17571	16	16	16	212496	70832	E	R	8131272	62522548	7815319	7815340	63118645	7889831	7889852	61788836	7723605	7723626	61788836	7723605	7723626	e6a9778b9045d721	0	209	128	128	7508138	eb51eff3d3324337	1	128	7508138	eb51eff3d3324337	1	1	779432
p17	clic-validation-045	12289728	18095166	8470372	7900172	8110572	192	5125	7588250	12218634	402816	512750	165125	523333	497458	1706833	122083	505917	0	35121	35121	35121	25	24	25	327952	110792	E	R	7900172	62454857	7806858	7806878	62714245	7839281	7839302	57804875	7225610	7225630	57804875	7225610	7225630	8cd2f181a59d48a9	48	2208	7213250	12218634	201408	133125	59958	274625	275250	375250	32667	240667	42	13580	13580	13580	11	11	11	146136	48712	E	R	8110572	63590972	7948872	7948892	64039046	8004881	8004902	60670266	7583784	7583804	60670266	7583784	7583804	45d8ddaf699447f4	0	167	128	128	7225630	8cd2f181a59d48a9	1	128	7225630	8cd2f181a59d48a9	1	1	730768
p17	clic-validation-046	12289728	18494917	8780082	7848400	7954172	192	4959	7405500	12183196	402816	536000	178625	668250	735208	2254417	118000	713209	42	53048	53048	53048	30	33	33	425280	146184	B	R	7848400	65239484	8154936	8154956	63658101	7957263	7957284	59922610	7490327	7490348	59922610	7490327	7490348	a563d0a380e0a670	48	2334	7140291	12183196	201408	211333	78083	394750	415041	510166	35292	407000	0	17430	17430	17430	15	16	16	208072	70832	B	R	7954172	65254041	8156756	8156776	64890098	8111263	8111284	62834603	7854326	7854346	62834603	7854326	7854346	f849f89509a98ca2	42	42	128	128	7490348	a563d0a380e0a670	1	128	7490348	a563d0a380e0a670	1	1	828096
p17	clic-validation-047	12192768	18782500	8899676	7957054	8191412	192	5583	7432917	12064512	402816	570583	203667	1039583	841375	3074042	129583	1115959	0	57322	57322	57322	46	38	46	575696	203696	E	R	7957054	63677200	7959650	7959670	64027476	8003435	8003456	60573637	7571705	7571726	60573637	7571705	7571726	dc006439204dbbde	48	2375	7081042	12064512	201408	136833	60291	395875	379625	552333	37083	437250	0	20175	20175	20175	16	16	16	212496	70832	B	R	8191412	66753444	8344181	8344202	66694640	8336830	8336850	64278129	8034767	8034788	64278129	8034767	8034788	6077457df2390b65	42	42	128	128	7571726	dc006439204dbbde	1	128	7571726	dc006439204dbbde	1	1	978512
p17	clic-validation-048	12289728	18345875	8387112	7906474	7848440	192	6125	7194875	12172724	402816	516917	170667	514958	470791	2119792	138708	574208	42	58891	58891	58891	23	21	23	296984	101944	E	R	7906474	61768467	7721059	7721080	63471958	7933995	7934016	60504825	7563104	7563124	60504825	7563104	7563124	73513818dc36761f	48	2500	7734041	12172724	201408	144125	63125	339250	358958	515458	36458	340542	0	17887	17887	17887	13	15	15	190376	66408	B	R	7848440	61862676	7732835	7732856	61651020	7706378	7706398	61044550	7630569	7630590	61044550	7630569	7630590	1c5840e6f8132107	83	41	128	128	7563124	73513818dc36761f	1	128	7563124	73513818dc36761f	1	1	699800
p17	clic-validation-049	12192768	19293209	8814616	7822290	8108738	192	9375	7071584	11738778	402816	610625	199125	712083	651417	2495500	137583	688791	0	62333	62333	62333	29	27	29	376616	128488	E	R	7822290	62996705	7874589	7874610	63821389	7977674	7977694	60813409	7601677	7601698	60813409	7601677	7601698	3c1078c9c6f8bbf9	48	1916	7048375	11738778	201408	145541	62708	404125	405500	573583	40584	436125	0	21735	21735	21735	16	16	16	212496	70832	E	R	8108738	63456598	7932075	7932096	64100532	8012567	8012588	62831250	7853907	7853928	62831250	7853907	7853928	93f20aec544a5e86	125	83	128	128	7601698	3c1078c9c6f8bbf9	1	128	7601698	3c1078c9c6f8bbf9	1	1	779432
p17	clic-validation-050	12192768	18728000	8156160	7378716	7478216	192	6041	7113750	10946930	402816	510250	170500	573625	495125	1458250	119083	482834	41	63918	63918	63918	24	21	21	292560	93096	B	R	7378716	59733814	7466727	7466748	59067311	7383414	7383434	58181829	7272729	7272750	58181829	7272729	7272750	93ae91c1e42c24e2	48	2416	6998667	10946930	201408	149042	64209	386584	325250	424916	35541	347416	41	20303	20303	20303	15	13	15	190376	66408	E	R	7478216	58776836	7347105	7347126	59469229	7433654	7433674	58604570	7325572	7325592	58604570	7325572	7325592	5ae8e07f5a73456c	42	41	128	128	7272750	93ae91c1e42c24e2	1	128	7272750	93ae91c1e42c24e2	1	1	695376
p17	clic-validation-051	12289728	16889042	9177716	8580442	8648696	192	5458	7540042	12278744	402816	530291	189333	475209	573625	1951333	139833	579292	0	85139	85139	85139	18	23	23	283712	101944	B	R	8580442	69525031	8690629	8690650	68854918	8606865	8606886	67751877	8468985	8469006	67751877	8468985	8469006	39550cba64a5da99	48	2166	7243334	12278744	201408	143625	66708	266833	388625	520042	33375	386417	0	25267	25267	25267	9	15	15	172680	66408	B	R	8648696	69906732	8738342	8738362	68881552	8610194	8610214	68374876	8546860	8546880	68374876	8546860	8546880	ef3517d3767b0b3a	1000	84	128	128	8469006	39550cba64a5da99	1	128	8469006	39550cba64a5da99	1	1	686528
p17	clic-validation-052	12289728	18338834	8614622	7718096	7997574	192	5750	7557625	12166626	402816	556500	187791	613833	512708	1665875	173417	518166	0	57238	57238	57238	27	22	22	314680	97520	B	R	7718096	62401523	7800191	7800212	62358765	7794846	7794866	60299068	7537384	7537404	60299068	7537384	7537404	a439518d0ec18966	48	2292	7223875	12166626	201408	149334	61584	382250	324542	441333	42417	368167	0	17920	17920	17920	16	13	16	199224	70832	E	R	7997574	62474167	7809271	7809292	63382980	7922873	7922894	62020226	7752529	7752550	62020226	7752529	7752550	393b9491123db275	42	42	128	128	7537404	a439518d0ec18966	1	128	7537404	a439518d0ec18966	1	1	717496
p17	clic-validation-053	12289728	19309958	8049350	7672802	7683910	192	6208	7594416	12105286	402816	512542	168375	481125	444084	1778375	121458	520625	42	51145	51145	51145	22	21	21	283712	93096	B	R	7672802	61520896	7690112	7690132	61060968	7632621	7632642	58678513	7334815	7334836	58678513	7334815	7334836	7b2dc1696e9c486f	48	2416	7291792	12105286	201408	136250	57459	344084	255084	466708	33041	375458	0	17158	17158	17158	15	12	15	185952	66408	E	R	7683910	61788108	7723514	7723534	61836089	7729512	7729532	60830030	7603754	7603774	60830030	7603754	7603774	d3d8c355b4c45c5f	42	249	128	128	7334836	7b2dc1696e9c486f	1	128	7334836	7b2dc1696e9c486f	1	1	686528
p17	clic-validation-054	12289728	19890542	8164480	7105098	7334782	192	8750	7635875	11863118	402816	511875	179625	601417	526541	1680792	119625	503667	42	37267	37267	37267	26	27	27	354496	119640	B	R	7105098	57250800	7156350	7156370	56881451	7110182	7110202	54919558	6864945	6864966	54919558	6864945	6864966	0d62355fa59f1ff2	48	2250	7195791	11863118	201408	136250	58958	335500	351042	482625	34333	337250	41	12985	12985	12985	16	16	16	212496	70832	E	R	7334782	56807738	7100968	7100988	57746219	7218278	7218298	56747197	7093400	7093420	56747197	7093400	7093420	bdb16133360475a1	125	42	128	128	6864966	0d62355fa59f1ff2	1	128	6864966	0d62355fa59f1ff2	1	1	757312
p17	clic-validation-055	12289728	19644583	8452586	7806344	7568426	192	4833	7249333	11995666	402816	540083	198125	395333	324458	1270375	121333	352875	41	39261	39261	39261	17	15	17	217352	75400	E	R	7806344	60440752	7555094	7555114	61149567	7643696	7643716	56475380	7059423	7059444	56475380	7059423	7059444	bce38c8622691992	48	2125	7444291	11995666	201408	155083	61625	318542	260291	407500	35334	287375	41	14498	14498	14498	13	11	13	163832	57560	E	R	7568426	61482312	7685289	7685310	61689661	7711208	7711228	59957061	7494633	7494654	59957061	7494633	7494654	bb1b10dccf4212a7	83	166	128	128	7059444	bce38c8622691992	1	128	7059444	bce38c8622691992	1	1	620168
p17	clic-validation-056	7990272	11477417	5498758	5090268	5167842	130	3875	5034167	7975568	272740	408125	146500	598875	522792	1124000	88000	625500	0	40563	40563	40563	27	24	27	345462	119578	E	R	5090268	40151973	5018997	5019018	40427385	5053424	5053444	39748155	4968520	4968540	39748155	4968520	4968540	3d9eb95927e92256	35	4500	4886750	7975568	146860	109125	46375	361500	332083	347375	26000	336709	42	13394	13394	13394	15	15	15	199185	66395	E	R	5167842	40811378	5101423	5101444	41139563	5142446	5142466	40803848	5100481	5100502	40803848	5100481	5100502	aeef122f391cb387	125	84	128	128	4968540	3d9eb95927e92256	1	128	4968540	3d9eb95927e92256	1	1	618202
p17	clic-validation-057	7990272	12064959	5653454	5021628	5152288	130	3750	4957667	7972114	272740	402458	126416	602000	457458	1276833	92584	562000	41	35771	35771	35771	26	20	26	318918	115154	E	R	5021628	40562389	5070299	5070320	40918571	5114822	5114842	39854424	4981803	4981824	39854424	4981803	4981824	e0b04b0a3a5de0c4	35	1792	4913334	7972114	146860	105500	44875	300209	289875	327125	28250	359833	0	12235	12235	12235	13	13	13	172641	57547	B	R	5152288	41158988	5144874	5144894	41157235	5144655	5144676	41027265	5128409	5128430	41027265	5128409	5128430	f9a769fce4a0906c	83	42	128	128	4981824	e0b04b0a3a5de0c4	1	128	4981824	e0b04b0a3a5de0c4	1	1	591658
p17	clic-validation-058	7990272	13026709	5371936	4943622	4935030	130	3625	4975916	7781654	272740	358417	115667	540791	412042	1029583	83875	518250	42	35588	35588	35588	24	19	24	296798	106306	E	R	4943622	39875540	4984443	4984464	40300907	5037614	5037634	38455344	4806918	4806938	38455344	4806918	4806938	9388c322ea0e6dd2	35	1708	4984000	7781654	146860	100459	43583	249792	231000	286792	26416	249458	42	12188	12188	12188	10	10	10	132825	44275	B	R	4935030	40413652	5051707	5051728	40083773	5010472	5010492	39502567	4937821	4937842	39502567	4937821	4937842	26d858d91c74bab5	41	42	128	128	4806938	9388c322ea0e6dd2	1	128	4806938	9388c322ea0e6dd2	1	1	569538
p17	clic-validation-059	7990272	10912458	3988980	3595402	3675422	130	4125	3728875	5997788	272740	374333	117834	416250	412000	1055042	82833	420625	0	23644	23644	23644	21	22	22	287950	97458	B	R	3595402	28703213	3587902	3587922	28311729	3538967	3538988	28157757	3519720	3519740	28157757	3519720	3519740	7a4977c869f883fd	35	1709	3680542	5997788	146860	100584	45167	311250	291083	305000	32750	301250	0	9036	9036	9036	14	15	15	194761	66395	B	B	3675422	29042695	3630337	3630358	28823565	3602946	3602966	28823565	3602946	3602966	28823565	3602946	3602966	c061d55509041405	125	84	128	128	3519740	7a4977c869f883fd	1	128	3519740	7a4977c869f883fd	1	1	560690
p17	clic-validation-060	7990272	11476250	4870430	4515910	4575774	130	3709	4540666	7446642	272740	354250	115208	374500	320334	769625	76875	348792	42	31637	31637	31637	17	14	17	212742	75338	E	R	4515910	36044344	4505543	4505564	36207124	4525891	4525912	35734654	4466832	4466852	35734654	4466832	4466852	328b12d7cf794f6e	35	1708	4556833	7446642	146860	96250	41083	225333	203708	245625	24625	222459	42	10298	10298	10298	10	10	10	132825	44275	B	R	4575774	36480419	4560053	4560074	36010859	4501358	4501378	35880010	4485002	4485022	35880010	4485002	4485022	94feca1fa5b67460	42	0	128	128	4466852	328b12d7cf794f6e	1	128	4466852	328b12d7cf794f6e	1	1	485482
p17	clic-validation-061	11165696	15370667	7757474	7438600	7429254	176	4416	6321125	11097330	369248	490167	171625	495542	373375	1271292	134833	478625	0	57283	57283	57283	21	16	21	257120	93080	E	R	7438600	59457965	7432246	7432266	59645056	7455632	7455652	58101005	7262626	7262646	58101005	7262626	7262646	d60dba4190819ad3	48	2292	6498167	11097330	201408	137750	61166	298458	239959	314292	37417	252375	42	20392	20392	20392	12	10	10	141712	44288	B	R	7429254	59993029	7499129	7499150	59957778	7494723	7494744	59527226	7440904	7440924	59527226	7440904	7440924	c48271676b01413e	0	83	128	128	7262646	d60dba4190819ad3	1	128	7262646	d60dba4190819ad3	1	1	626368
p17	clic-validation-062	10969088	16662750	6596034	6121602	6162162	176	4666	6081875	9578518	369248	526334	274583	593000	480167	1512041	120500	655834	42	43054	43054	43054	25	21	25	314632	110776	E	R	6121602	48662309	6082789	6082810	49235217	6154403	6154424	46629634	5828705	5828726	46629634	5828705	5828726	5adfbdac0716cb9f	48	2292	7753208	9578518	201408	144208	77542	280084	212834	349667	37333	277333	0	14785	14785	14785	11	9	11	137288	48712	E	R	6162162	49901492	6237687	6237708	50008502	6251063	6251084	48951840	6118980	6119000	48951840	6118980	6119000	a91cc683b982d317	42	166	128	128	5828726	5adfbdac0716cb9f	1	128	5828726	5adfbdac0716cb9f	1	1	683880
p17	clic-validation-063	9732096	14986750	6954136	6445414	6534318	160	5083	6046917	9633828	335680	473209	165042	794541	872042	1867583	106625	884375	0	60169	60169	60169	32	36	36	460576	159424	B	R	6445414	51961099	6495138	6495158	51766461	6470808	6470828	51131925	6391491	6391512	51131925	6391491	6391512	a607a0a4d88ef77a	40	2708	5981791	9633828	167840	175959	62666	427792	368833	388750	30666	364333	0	19128	19128	19128	15	14	14	190352	61976	B	R	6534318	52249537	6531193	6531214	52176127	6522016	6522036	52104915	6513115	6513136	52104915	6513115	6513136	d9e5a98fe4a43a19	42	125	128	128	6391512	a607a0a4d88ef77a	1	128	6391512	a607a0a4d88ef77a	1	1	796256
p17	clic-validation-064	11149312	16428958	8265838	7719328	7878280	176	5417	6698250	11018614	369248	503292	197417	1046625	1019125	2517667	133917	1007208	42	83335	83335	83335	42	40	40	540256	177136	B	R	7719328	62642975	7830372	7830392	62044157	7755520	7755540	61474399	7684300	7684320	61474399	7684300	7684320	79f22fea8ccc8769	48	23083	6873250	11018614	201408	152959	67542	456291	490208	611791	41000	450000	0	27064	27064	27064	16	16	16	212496	70832	B	R	7878280	63782992	7972874	7972894	63359862	7919983	7920004	63299348	7912419	7912440	63299348	7912419	7912440	81803f7180d602b6	83	83	128	128	7684320	79f22fea8ccc8769	1	128	7684320	79f22fea8ccc8769	1	1	909504
p17	clic-validation-065	11182080	23428791	7530648	6898214	6856728	176	6042	8801041	11171350	369248	489666	160750	338541	386834	908959	112667	312416	42	41960	41960	41960	14	18	14	204032	62112	E	R	6898214	55287628	6910954	6910974	55456581	6932073	6932094	54241958	6780245	6780266	54241958	6780245	6780266	214cbd2022073564	48	2084	7705000	11171350	201408	137333	59083	185708	192459	241833	32250	182917	41	14767	14767	14767	7	8	8	101896	35440	B	R	6856728	56712409	7089052	7089072	55634311	6954289	6954310	55269332	6908667	6908688	55269332	6908667	6908688	caa1bf09e470a031	42	83	128	128	6780266	214cbd2022073564	1	128	6780266	214cbd2022073564	1	1	573280
p17	clic-validation-066	5973120	11464667	4007076	3437954	3463560	104	4083	3714750	5502426	218192	296583	94875	372583	287417	744041	95708	369875	42	28749	28749	28749	15	12	15	186120	66464	E	R	3437954	28137628	3517204	3517224	28803608	3600451	3600472	27451355	3431420	3431440	27451355	3431420	3431440	af23ae294a66ea51	28	1875	3703792	5502426	117488	86625	36875	202875	187125	194625	24042	191458	0	11195	11195	11195	7	7	7	92988	30996	E	R	3463560	28954557	3619320	3619340	29017497	3627188	3627208	28845189	3605649	3605670	28845189	3605649	3605670	78213021f9cf1236	0	42	128	128	3431440	af23ae294a66ea51	1	128	3431440	af23ae294a66ea51	1	1	404312
p17	clic-validation-067	11149312	17988083	7797260	7149540	7399782	176	4958	6793667	10785140	369248	553000	189208	1223500	1062459	2883375	129250	1159750	41	63064	63064	63064	49	43	49	624312	216952	E	R	7149540	57179444	7147431	7147452	57428732	7178592	7178612	56109180	7013648	7013668	56109180	7013648	7013668	1cd8b39911428ec5	48	2709	6439000	10785140	201408	146375	65459	428209	410500	548333	39292	408584	0	21803	21803	21803	16	16	16	212496	70832	B	R	7399782	58817292	7352162	7352182	58230047	7278756	7278776	58096172	7262022	7262042	58096172	7262022	7262042	1dec5d43b6121305	42	41	128	128	7013668	1cd8b39911428ec5	1	128	7013668	1cd8b39911428ec5	1	1	993560
p17	clic-validation-068	11182080	16989084	8004572	7005466	7198452	176	4833	6550750	11004110	369248	483333	171291	640167	616708	1697500	159125	666334	42	52520	52520	52520	26	26	26	345600	115200	B	R	7005466	57718584	7214823	7214844	57324531	7165567	7165588	56601103	7075138	7075158	56601103	7075138	7075158	bc43a7165fdb92da	48	2458	6850708	11004110	201408	169542	86167	479958	431458	482042	43542	414459	41	19082	19082	19082	16	16	16	212496	70832	B	R	7198452	57821461	7227683	7227704	57413509	7176689	7176710	56181606	7022701	7022722	56181606	7022701	7022722	7e6e8ac3d5f30273	42	41	256	128	7075158	bc43a7165fdb92da	1	256	7022722	7e6e8ac3d5f30273	1	0	714848
p17	clic-validation-069	11141120	16215666	7034076	6211560	6218740	176	4666	6332625	10914068	369248	465375	147291	245459	211416	702209	109958	250125	42	27675	27675	27675	13	12	12	164216	53264	B	R	6211560	49474994	6184375	6184396	48637823	6079728	6079748	48028149	6003519	6003540	48028149	6003519	6003540	8b55a61451a728df	48	2125	6435875	10914068	201408	135667	58959	182833	190792	191709	30875	164917	0	10137	10137	10137	9	10	9	124016	39864	E	R	6218740	50182610	6272827	6272848	50268870	6283609	6283630	49680987	6210124	6210144	49680987	6210124	6210144	88ec420e70594b19	208	0	128	128	6003540	8b55a61451a728df	1	128	6003540	8b55a61451a728df	1	1	533464
p17	clic-validation-070	11182080	21379500	7597312	7163008	7230868	176	4125	7117416	11162832	369248	511250	178000	879834	555334	1842333	122583	708917	42	56229	56229	56229	31	25	31	385416	137320	E	R	7163008	56698730	7087342	7087362	56700312	7087539	7087560	56557726	7069716	7069736	56557726	7069716	7069736	b5535f63bab82fcc	48	2000	6749625	11162832	201408	143417	64291	382458	363709	404917	37041	363250	0	18948	18948	18948	16	16	16	212496	70832	B	B	7230868	57717784	7214723	7214744	57471014	7183877	7183898	57471014	7183877	7183898	57471014	7183877	7183898	d6a6c92d181a2b2e	42	124	128	128	7069736	b5535f63bab82fcc	1	128	7069736	b5535f63bab82fcc	1	1	754664
p17	clic-validation-071	5064000	7444084	3515174	3221288	3213510	84	2417	3187375	5062570	176232	241042	120500	354042	301000	564209	57625	324500	0	23802	23802	23802	15	13	15	190484	66444	E	R	3221288	25783460	3222933	3222954	25885818	3235728	3235748	24559849	3069982	3070002	24559849	3069982	3070002	b3e6e0ef7cbcaded	24	1375	3151458	5062570	100704	104292	40542	217083	196042	217292	20375	201083	41	8163	8163	8163	8	8	8	106248	35416	B	R	3213510	25732416	3216552	3216572	25423803	3177976	3177996	25248994	3156125	3156146	25248994	3156125	3156146	8ddac0dd7c907a6f	84	41	128	128	3070002	b3e6e0ef7cbcaded	1	128	3070002	b3e6e0ef7cbcaded	1	1	366716
p17	clic-validation-072	10051760	17136958	6895976	5618140	5704026	176	4750	6136542	9583330	369248	525125	167333	551959	469459	1228875	114375	492500	0	31503	31503	31503	27	24	24	332328	106352	B	R	5618140	45595028	5699379	5699400	45371157	5671395	5671416	44504395	5563050	5563070	44504395	5563050	5563070	fcf10d296d5aed97	48	2417	6162625	9583330	201408	145584	62916	339042	306791	349584	35917	286750	0	11397	11397	11397	16	15	15	203648	66408	B	R	5704026	45992698	5749088	5749108	45807501	5725938	5725958	45767110	5720889	5720910	45767110	5720889	5720910	71013d5c2781b09d	208	83	128	128	5563070	fcf10d296d5aed97	1	128	5563070	fcf10d296d5aed97	1	1	701576
p17	clic-validation-073	11097600	18136750	7484380	7178514	7211752	176	4625	6791834	10292056	369248	503542	169500	687416	682292	1516125	115291	666125	42	56728	56728	56728	29	28	29	380992	128472	E	R	7178514	57352513	7169065	7169086	57908945	7238619	7238640	55156950	6894619	6894640	55156950	6894619	6894640	85d4439f2b45d5b2	48	2333	6585166	10292056	201408	134667	59333	222833	284542	373250	36791	350625	0	19964	19964	19964	8	11	11	132864	48712	B	R	7211752	58227018	7278378	7278398	58167622	7270953	7270974	56685769	7085722	7085742	56685769	7085722	7085742	db6ee87103885686	41	83	128	128	6894640	85d4439f2b45d5b2	1	128	6894640	85d4439f2b45d5b2	1	1	750240
