stream	id	layout	bytes	rgba_hash	stream_hash	encode_ns	project_exact
stream	clic-validation-051	low-latency	8648696	dc43a21b528a52af	0163d8d4eda3311b	158042291	1
stream	clic-validation-052	default	8271928	149fd000ac879d77	c3a54ea556149b45	118522833	1
stream	clic-validation-052	single	8614622	149fd000ac879d77	ffcdb6c7f46fa770	70794166	1
stream	clic-validation-052	compact	7718096	149fd000ac879d77	e7ee77236c497597	173224458	1
stream	clic-validation-052	low-latency	7997574	149fd000ac879d77	dfc55b1cbdc781b8	168028000	1
stream	clic-validation-053	default	7923438	ad599d393581e189	7817916eb3ff8f0d	159777667	1
stream	clic-validation-053	single	8049350	ad599d393581e189	9bb51ba7d72dd060	70387167	1
stream	clic-validation-053	compact	7672802	ad599d393581e189	46fa782cc9e95d80	171209875	1
stream	clic-validation-053	low-latency	7683910	ad599d393581e189	7a7d572313b0908c	167106709	1
stream	clic-validation-054	default	7051680	d292d8ca90867bc6	1a3a03b2e384726c	166711000	1
stream	clic-validation-054	single	8164480	d292d8ca90867bc6	693691c4da19cf07	67174167	1
stream	clic-validation-054	compact	7105098	d292d8ca90867bc6	e2dc8d6b7d449bd1	169934833	1
stream	clic-validation-054	low-latency	7334782	d292d8ca90867bc6	e144efa73bdd5386	164644125	1
stream	clic-validation-055	default	7611432	d33a88aac4b357c5	b426e77645fb0031	158148292	1
stream	clic-validation-055	single	8452586	d33a88aac4b357c5	62b51b6cbbf9f424	70869208	1
stream	clic-validation-055	compact	7806344	d33a88aac4b357c5	319c8bc631d8e3c5	168617375	1
stream	clic-validation-055	low-latency	7568426	d33a88aac4b357c5	a8f3c529eb969d66	165362500	1
stream	clic-validation-056	default	5822720	84914adfe7d334cb	de46494ee1c155fb	77659792	1
stream	clic-validation-056	single	5498758	84914adfe7d334cb	b2cf53ea0f642a73	43318583	1
stream	clic-validation-056	compact	5090268	84914adfe7d334cb	6aafc02c59cdc96d	114542667	1
stream	clic-validation-056	low-latency	5167842	84914adfe7d334cb	4c98d5b956b4dd89	108677083	1
